"ID","A1","A2","A3","A4","D1","D2","D3","D4","L1","L2","L3","L4","S1","S3","S4","S5","Gene.name"
"ENSRNOG00000015459",115,167,156,186,44,76,70,160,210,261,205,227,234,202,170,204,"Heatr3"
"ENSRNOG00000046982",1,0,1,1,1,1,0,0,1,1,3,2,0,0,3,0,"AABR07043085.1"
"ENSRNOG00000015534",224,258,267,295,14,11,15,19,105,148,96,129,137,100,93,123,"Cnep1r1"
"ENSRNOG00000014658",11,20,12,14,2,4,6,0,19,19,3,5,15,41,13,13,"Zfp423"
"ENSRNOG00000057019",0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000024182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC680913"
"ENSRNOG00000054562",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"AABR07043098.1"
"ENSRNOG00000059743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043098.2"
"ENSRNOG00000000010",0,1,2,4,1,3,2,4,0,0,2,0,0,0,1,2,"Cbln1"
"ENSRNOG00000057051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043100.1"
"ENSRNOG00000055046",5,4,4,3,3,3,8,8,3,5,7,2,7,10,7,2,"AABR07043101.1"
"ENSRNOG00000058155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000015121",132,133,137,181,39,38,64,97,172,360,213,237,367,218,179,204,"N4bp1"
"ENSRNOG00000052466",0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,"AABR07043106.1"
"ENSRNOG00000015143",74,177,100,133,35,17,56,106,206,208,207,193,217,215,174,187,"Siah1"
"ENSRNOG00000015162",7195,4814,6918,7513,157,157,168,205,2181,2382,1949,2165,1935,2533,2237,2338,"Lonp2"
"ENSRNOG00000059873",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"RF00026"
"ENSRNOG00000015666",0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,"Abcc12"
"ENSRNOG00000057049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043108.1"
"ENSRNOG00000055195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000047294",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"AABR07043115.1"
"ENSRNOG00000024101",244,245,251,345,51,48,53,49,139,185,173,158,169,196,153,170,"Phkb"
"ENSRNOG00000015843",1034,1107,968,1069,74,94,136,153,571,722,538,589,677,640,598,694,"Itfg1"
"ENSRNOG00000061181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC122999.1"
"ENSRNOG00000016245",38,1,14,59,2,3,2,4,4,7,7,6,15,7,3,9,"Neto2"
"ENSRNOG00000061297",2,0,0,1,16,12,15,27,0,1,0,3,0,2,3,0,"RF00017"
"ENSRNOG00000046768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC135454.2"
"ENSRNOG00000045851",1,0,0,0,2,2,2,5,0,0,0,0,0,0,0,0,"AC135454.1"
"ENSRNOG00000056824",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000016251",1018,1040,1144,1240,223,192,263,410,1018,1494,1030,1115,1442,1234,1000,1199,"Dnaja2"
"ENSRNOG00000059579",2021,1517,1989,2339,23,31,49,70,440,1045,579,695,931,654,667,695,"Gpt2"
"ENSRNOG00000048289",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"AC131806.1"
"ENSRNOG00000017090",178,215,282,360,39,33,57,123,379,505,402,417,423,428,339,374,"RGD1308706"
"ENSRNOG00000058218",2,1,1,4,1,0,4,1,4,1,4,4,1,2,2,0,"AC131806.3"
"ENSRNOG00000057586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC131806.2"
"ENSRNOG00000056138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF01295"
"ENSRNOG00000055707",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"AABR07043133.1"
"ENSRNOG00000013907",286,1117,323,230,23,38,21,17,462,410,527,506,313,530,429,408,"Sall1"
"ENSRNOG00000003439",15,45,24,17,3,1,12,10,70,49,57,52,26,56,54,42,"Il15"
"ENSRNOG00000033819",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AABR07043141.1"
"ENSRNOG00000003461",158,224,220,235,60,88,167,337,384,451,410,460,430,466,389,474,"Zfp330"
"ENSRNOG00000045527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043155.1"
"ENSRNOG00000003479",4,8,5,7,5,1,6,10,30,13,9,13,12,25,8,10,"Rnf150"
"ENSRNOG00000003496",156,84,180,131,16,9,13,10,94,143,98,103,130,127,93,111,"Tbc1d9"
"ENSRNOG00000003580",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"Ucp1"
"ENSRNOG00000028176",52,56,39,69,4,2,4,2,10,18,6,21,24,14,20,10,"Elmod2"
"ENSRNOG00000003695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mgat4d"
"ENSRNOG00000003755",0,0,0,0,1,4,4,1,1,1,0,0,5,2,2,1,"Clgn"
"ENSRNOG00000003853",184,210,198,183,48,49,63,137,557,444,589,532,435,502,510,550,"Scoc"
"ENSRNOG00000057798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC102976.1"
"ENSRNOG00000028439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olr1667"
"ENSRNOG00000028717",867,1147,1121,891,476,809,951,1109,1970,1278,1659,1529,1211,1500,1461,1606,"Ndufb7"
"ENSRNOG00000021808",4762,5329,5356,4950,348,435,703,921,3908,4958,3654,3895,4470,4275,3590,3838,"Tecr"
"ENSRNOG00000021824",442,636,653,739,153,191,300,513,700,1136,665,697,1287,896,743,801,"Dnajb1"
"ENSRNOG00000003864",406,361,462,415,93,44,104,113,837,685,574,623,611,776,567,642,"Gipc1"
"ENSRNOG00000004094",33,50,53,26,62,105,145,176,151,149,89,106,105,166,75,84,"Ptger1"
"ENSRNOG00000004131",377,505,463,379,630,1079,1065,986,684,572,459,670,537,694,410,550,"Pkn1"
"ENSRNOG00000057652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000004373",162,159,208,182,375,485,871,1570,625,997,711,712,1097,650,690,790,"Ddx39a"
"ENSRNOG00000004489",152,230,205,173,179,213,385,655,395,237,213,519,180,316,202,235,"Adgre5"
"ENSRNOG00000053046",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000061250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000029134",787,773,710,844,113,167,144,186,99,153,65,96,168,156,62,94,"Adgrl1"
"ENSRNOG00000060383",1,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,"AABR07043167.3"
"ENSRNOG00000039252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Gm10644"
"ENSRNOG00000005115",29,18,21,20,62,54,97,139,138,296,255,239,356,224,203,241,"Asf1b"
"ENSRNOG00000005257",1175,1637,1488,1531,109,117,147,196,680,749,602,659,718,640,574,646,"Prkaca"
"ENSRNOG00000052637",66,91,132,70,80,34,94,335,271,368,365,227,424,342,296,302,"Samd1"
"ENSRNOG00000005533",11,11,17,12,6,2,6,4,25,11,9,6,15,8,1,7,"LOC686013"
"ENSRNOG00000057477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043167.2"
"ENSRNOG00000005619",0,0,0,0,0,3,0,3,0,0,0,3,1,1,1,4,"Misp3"
"ENSRNOG00000041470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir1199"
"ENSRNOG00000005729",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,"Palm3"
"ENSRNOG00000005747",2,2,0,3,8,4,7,14,4,3,4,6,13,9,3,9,"Il27ra"
"ENSRNOG00000005911",0,0,2,0,0,0,1,1,1,0,0,0,1,2,0,1,"Rln3"
"ENSRNOG00000024754",5,4,5,9,4,1,1,4,7,6,8,7,7,12,7,9,"AABR07043169.1"
"ENSRNOG00000006049",120,175,212,204,235,275,543,1023,354,438,422,350,510,472,373,306,"Rfx1"
"ENSRNOG00000036416",0,0,0,0,2,7,7,33,2,1,1,1,0,4,1,1,"AABR07043169.2"
"ENSRNOG00000006551",109,140,155,114,117,143,335,498,229,275,224,256,377,262,208,249,"Dcaf15"
"ENSRNOG00000006741",0,0,1,0,6,12,15,9,3,0,2,1,1,0,0,3,"Podnl1"
"ENSRNOG00000006747",299,321,331,273,85,108,175,264,427,362,395,408,314,513,350,378,"Cc2d1a"
"ENSRNOG00000025796",13,19,14,5,47,51,78,59,20,24,10,13,17,21,11,14,"RGD1306072"
"ENSRNOG00000031593",0,0,0,0,3,3,4,5,1,0,0,1,0,0,0,1,"Nanos3"
"ENSRNOG00000036417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir181d"
"ENSRNOG00000035569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir181c"
"ENSRNOG00000035644",1,0,0,0,1,1,2,2,1,2,2,0,3,2,0,0,"Mir23a"
"ENSRNOG00000035597",0,0,0,0,2,1,0,2,1,1,3,4,4,0,1,0,"Mir27a"
"ENSRNOG00000035501",0,0,0,0,2,7,19,30,14,15,4,19,6,4,0,4,"Mir24-2"
"ENSRNOG00000007582",141,206,184,183,28,19,29,23,107,140,94,123,146,148,108,104,"Zswim4"
"ENSRNOG00000049931",464,534,647,536,118,108,201,336,787,825,866,766,859,821,748,797,"LOC288913"
"ENSRNOG00000026211",256,310,340,284,50,43,49,73,376,340,283,377,338,359,332,358,"Mri1"
"ENSRNOG00000008319",57,78,76,79,26,29,61,80,103,92,76,113,84,104,74,93,"Ccdc130"
"ENSRNOG00000008450",127,38,63,141,79,44,134,262,153,596,403,336,666,298,367,402,"LOC100359539"
"ENSRNOG00000052707",8,16,16,8,13,13,15,6,19,13,24,10,17,15,8,10,"Cacna1a"
"ENSRNOG00000048000",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AC120246.1"
"ENSRNOG00000054344",1401,3346,2098,1810,1096,1438,1498,2417,5227,6917,4583,4210,7107,7153,4314,4103,"Ier2"
"ENSRNOG00000002864",388,475,547,525,91,64,113,147,746,993,710,721,951,799,684,631,"Nacc1"
"ENSRNOG00000002914",230,312,335,310,122,172,236,453,913,724,729,653,672,797,666,722,"Trmt1"
"ENSRNOG00000002950",6,16,26,19,194,323,585,920,147,250,313,216,431,319,405,450,"Lyl1"
"ENSRNOG00000002983",209,256,139,273,18,17,20,11,37,44,44,62,64,86,64,60,"Nf1x"
"ENSRNOG00000055053",2,2,1,0,1,2,0,7,4,1,3,3,1,2,3,6,"AC120246.2"
"ENSRNOG00000033368",0,0,1,0,3,0,0,1,0,2,2,2,1,4,7,6,"Dand5"
"ENSRNOG00000003011",425,460,531,389,117,107,193,344,985,875,830,797,890,871,795,886,"Gadd45gip1"
"ENSRNOG00000003026",635,975,700,759,475,536,1190,2166,842,2114,2281,1303,3489,2078,3032,3104,"Rad23a"
"ENSRNOG00000003029",17956,13332,22704,15517,1816,1540,2112,2928,41352,28474,32786,31391,25216,34421,32505,32797,"Calr"
"ENSRNOG00000003149",344,368,472,398,486,638,853,1165,738,1008,831,800,970,813,745,859,"Farsa"
"ENSRNOG00000003279",133,152,189,164,3,10,16,22,198,111,147,122,92,164,106,120,"Syce2"
"ENSRNOG00000003307",3624,4133,4633,4235,153,162,214,265,2475,2144,2224,2317,2018,2571,2233,2510,"Gcdh"
"ENSRNOG00000003443",17,21,21,29,527,519,1194,2569,738,2921,2387,1197,4608,2082,2861,2781,"Klf1"
"ENSRNOG00000023830",146,151,188,131,41,36,23,69,454,190,187,191,141,210,137,133,"Dnase2"
"ENSRNOG00000003469",6,2,8,4,5,3,4,3,7,5,6,3,8,2,4,0,"MAST1"
"ENSRNOG00000045556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mir3550"
"ENSRNOG00000043215",0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,"Rtbdn"
"ENSRNOG00000003504",411,368,379,347,63,98,121,186,515,588,507,418,451,454,399,459,"Rnaseh2a"
"ENSRNOG00000003520",973,1048,1104,980,1674,1656,4175,7657,2897,7204,8344,4510,11805,7316,9620,10492,"Prdx2"
"ENSRNOG00000042838",2118,5432,3200,2033,2163,2192,1689,2137,17122,20117,12006,11389,19099,19415,11626,11690,"Junb"
"ENSRNOG00000003682",123,146,166,146,66,101,107,106,483,401,362,421,304,468,387,445,"Hook2"
"ENSRNOG00000003737",0,0,1,0,1,2,1,6,3,1,0,2,3,13,1,0,"Best2"
"ENSRNOG00000003747",528,529,647,555,113,109,178,333,687,784,661,633,783,741,617,625,"Asna1"
"ENSRNOG00000003863",568,671,904,637,631,929,1522,1956,1363,1295,1217,1058,1311,1326,1137,1254,"Trir"
"ENSRNOG00000003970",481,519,620,676,192,313,465,716,748,1053,832,842,1036,894,872,866,"Tnpo2"
"ENSRNOG00000056475",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"RF00588"
"ENSRNOG00000004212",124,126,125,120,38,44,64,89,183,172,136,161,144,191,150,153,"Fbxw9"
"ENSRNOG00000053794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07072634.2"
"ENSRNOG00000023899",0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,"Gng14"
"ENSRNOG00000004219",147,219,160,198,144,214,302,388,217,289,253,275,291,227,191,248,"Dhps"
"ENSRNOG00000004287",140,235,206,145,88,147,160,311,204,233,203,246,225,217,192,267,"Wdr83"
"ENSRNOG00000033611",587,527,800,580,99,132,165,333,940,871,842,854,854,876,813,830,"Wdr83os"
"ENSRNOG00000023910",2604,3932,2533,2846,474,716,1019,1771,3895,2950,2689,3535,2521,3271,2651,2964,"Man2b1"
"ENSRNOG00000023920",4,12,6,9,0,4,4,3,4,1,9,8,0,3,2,8,"Zfp791"
"ENSRNOG00000055271",2,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,"AABR07043190.1"
"ENSRNOG00000058276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043200.1"
"ENSRNOG00000053972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043247.1"
"ENSRNOG00000053919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043248.1"
"ENSRNOG00000057493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043249.1"
"ENSRNOG00000057212",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"AABR07043271.1"
"ENSRNOG00000054414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043276.1"
"ENSRNOG00000058517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043279.1"
"ENSRNOG00000057292",2,0,2,0,0,0,1,3,0,0,0,2,0,0,0,0,"AABR07043287.1"
"ENSRNOG00000057732",2,0,2,0,0,0,1,0,0,2,1,1,1,1,3,2,"AABR07043288.1"
"ENSRNOG00000017546",5,11,11,10,33,25,33,93,11,31,29,14,66,23,22,43,"Mylk3"
"ENSRNOG00000057820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RF00026"
"ENSRNOG00000024043",12,21,15,26,42,40,56,160,119,254,176,181,277,155,165,189,"Orc6"
"ENSRNOG00000017612",761,793,762,975,167,145,196,316,620,978,693,750,1042,669,661,816,"Vps35"
"ENSRNOG00000053645",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"RF00026"
"ENSRNOG00000017868",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Olr1666"
"ENSRNOG00000051410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043347.1"
"ENSRNOG00000061623",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"AABR07043354.1"
"ENSRNOG00000055131",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"AABR07043358.1"
"ENSRNOG00000058666",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,"AABR07043365.1"
"ENSRNOG00000046751",0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,"LOC688649"
"ENSRNOG00000042971",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"LOC363337"
"ENSRNOG00000052109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043389.1"
"ENSRNOG00000055892",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043395.1"
"ENSRNOG00000060719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"AABR07043407.1"
"ENSRNOG00000046533",76,86,93,107,41,35,65,48,94,125,95,108,145,120,113,130,"AABR07043421.1"
"ENSRNOG00000049674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043428.1"
"ENSRNOG00000049890",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"AABR07043429.1"
"ENSRNOG00000059075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043429.2"
"ENSRNOG00000039019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vom1r21"
"ENSRNOG00000061812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043445.1"
"ENSRNOG00000049468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"AABR07043449.1"
"ENSRNOG00000053751",0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,"AABR07043453.1"
"ENSRNOG00000055759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043454.1"
"ENSRNOG00000052028",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"AABR07043456.1"
"ENSRNOG00000054471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000047982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC501317"
"ENSRNOG00000057214",0,22,6,13,3,3,0,0,19,5,10,7,6,11,11,5,"AABR07043510.1"
"ENSRNOG00000032131",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"AABR07043514.1"
"ENSRNOG00000047845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043523.1"
"ENSRNOG00000055482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043525.1"
"ENSRNOG00000059734",0,1,0,0,0,1,0,0,0,0,2,1,1,2,1,1,"AABR07043564.1"
"ENSRNOG00000033226",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"AABR07043557.1"
"ENSRNOG00000046239",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"LOC100909612"
"ENSRNOG00000046882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043573.1"
"ENSRNOG00000018382",10,15,4,11,3,4,4,1,33,36,23,37,44,45,31,41,"Inpp4b"
"ENSRNOG00000018377",11,11,11,16,23,26,51,51,22,25,22,22,15,26,27,21,"AC123471.1"
"ENSRNOG00000028320",1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043598.1"
"ENSRNOG00000046017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043601.2"
"ENSRNOG00000042410",31,23,15,46,1,1,6,3,7,15,15,10,32,15,25,7,"AABR07043601.1"
"ENSRNOG00000026880",425,506,568,730,63,69,124,220,290,418,290,296,351,374,329,331,"Usp38"
"ENSRNOG00000058833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043601.4"
"ENSRNOG00000017879",80,100,67,105,5,6,8,10,62,132,86,81,130,137,92,101,"Gab1"
"ENSRNOG00000049551",0,1,1,0,1,0,2,4,0,0,0,0,0,0,0,0,"AABR07043601.3"
"ENSRNOG00000018149",443,460,479,566,323,370,486,747,734,1199,960,893,1342,865,833,925,"Smarca5"
"ENSRNOG00000039152",0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,"Frem3"
"ENSRNOG00000018268",8,12,4,9,2,0,0,2,29,29,3,8,17,13,8,13,"Hhip"
"ENSRNOG00000060013",0,1,0,2,0,0,0,0,1,2,2,2,1,5,0,3,"RF02271"
"ENSRNOG00000018296",35,60,52,69,9,14,14,34,96,110,79,87,126,117,73,107,"Anapc10"
"ENSRNOG00000018345",972,966,1015,1170,155,140,251,464,1009,1576,1308,1178,1425,1176,1095,1250,"Abce1"
"ENSRNOG00000018477",194,120,158,225,55,48,79,132,150,432,224,225,430,295,215,228,"Otud4"
"ENSRNOG00000061386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043615.1"
"ENSRNOG00000055842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC106702.1"
"ENSRNOG00000018483",327,386,387,537,17,16,17,31,462,470,426,400,406,484,367,396,"Smad1"
"ENSRNOG00000011618",174,157,195,183,18,38,53,69,125,92,138,132,93,123,98,96,"Mmaa"
"ENSRNOG00000011671",0,0,1,0,0,0,0,0,3,0,1,1,0,3,0,0,"LOC498933"
"ENSRNOG00000011697",3,1,2,3,19,18,22,31,29,58,24,35,42,43,31,36,"Zfp827"
"ENSRNOG00000049370",107,100,160,120,41,25,38,76,315,363,363,306,403,301,316,347,"Lsm6"
"ENSRNOG00000051652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00015"
"ENSRNOG00000053062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043625.1"
"ENSRNOG00000011991",188,244,199,217,33,32,81,123,187,221,192,196,223,219,164,188,"Slc10a7"
"ENSRNOG00000057807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043626.2"
"ENSRNOG00000012138",230,307,262,246,132,144,217,487,668,848,567,568,876,561,541,625,"Rbmxl1"
"ENSRNOG00000033487",1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"AABR07043626.1"
"ENSRNOG00000012167",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Pou4f2"
"ENSRNOG00000012342",0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,"Ttc29"
"ENSRNOG00000058304",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AABR07043626.3"
"ENSRNOG00000060980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043626.4"
"ENSRNOG00000051454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043642.1"
"ENSRNOG00000061628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000012721",43,8,85,249,6,1,6,2,91,39,24,27,34,54,18,33,"Ednra"
"ENSRNOG00000055381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043652.1"
"ENSRNOG00000055551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00019"
"ENSRNOG00000012860",52,25,48,28,24,36,63,106,134,130,137,114,124,118,103,138,"Tmem184c"
"ENSRNOG00000012928",175,155,217,233,59,47,159,267,150,211,226,201,304,242,233,229,"Prmt9"
"ENSRNOG00000013152",13,19,17,14,37,51,31,49,48,77,37,50,61,64,42,47,"Arhgap10"
"ENSRNOG00000027022",264,199,327,277,5,3,1,0,57,75,79,53,69,87,68,62,"AABR07043654.1"
"ENSRNOG00000034007",47,28,32,73,2,3,4,3,11,40,17,41,44,26,28,32,"Nr3c2"
"ENSRNOG00000054720",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000029317",0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,"AABR07043659.1"
"ENSRNOG00000054455",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AABR07043667.1"
"ENSRNOG00000054981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000054327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043684.1"
"ENSRNOG00000052825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043696.1"
"ENSRNOG00000054321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043698.1"
"ENSRNOG00000050237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043701.1"
"ENSRNOG00000058049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043701.2"
"ENSRNOG00000029323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043702.1"
"ENSRNOG00000060995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043711.2"
"ENSRNOG00000060858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043711.1"
"ENSRNOG00000049519",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"AABR07043720.1"
"ENSRNOG00000055568",0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,"LOC100910754"
"ENSRNOG00000054835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07043728.1"
"ENSRNOG00000054284",0,2,0,0,0,1,1,0,1,0,0,1,0,3,0,2,"AABR07072639.2"
"ENSRNOG00000013808",319,341,294,365,3,1,1,2,80,36,74,63,32,85,58,65,"Ces2g"
"ENSRNOG00000047669",0,0,0,1,1,3,1,0,1,0,0,1,0,1,0,0,"AABR07072639.1"
"ENSRNOG00000039079",983,833,821,1030,0,2,7,5,4,0,7,2,15,14,8,10,"Ces2h"
"ENSRNOG00000014257",144,187,123,158,2,1,0,0,13,1,10,11,7,14,11,13,"Ces4a"
"ENSRNOG00000060531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000014647",323,333,387,422,43,48,55,72,291,379,242,304,320,292,241,254,"Cbfb"
"ENSRNOG00000014668",207,169,178,204,21,14,31,43,107,189,166,153,160,154,145,158,"RGD621098"
"ENSRNOG00000053895",7,5,0,4,2,1,4,1,9,9,6,11,11,17,6,10,"B3gnt9"
"ENSRNOG00000015179",144,156,217,151,36,35,66,93,193,139,139,147,109,170,126,146,"Tradd"
"ENSRNOG00000015242",12,6,28,16,10,19,17,31,24,13,22,34,9,18,21,18,"Fbxl8"
"ENSRNOG00000015253",18,12,51,31,2,2,0,0,5,3,1,2,1,4,5,1,"Hsf4"
"ENSRNOG00000015588",8,2,18,8,3,1,1,2,4,5,2,3,2,1,2,9,"Nol3"
"ENSRNOG00000015625",4,2,10,2,0,1,4,9,14,12,8,10,6,11,8,10,"MGC116202"
"ENSRNOG00000015641",57,114,51,50,161,235,300,426,285,318,225,233,261,694,289,317,"Exoc3l1"
"ENSRNOG00000015708",228,283,347,288,217,179,557,951,620,1397,1028,816,1785,1038,1061,1081,"E2f4"
"ENSRNOG00000015800",441,505,586,519,228,299,502,911,950,674,860,831,590,967,747,847,"Elmo3"
"ENSRNOG00000049508",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,"Mir6318"
"ENSRNOG00000036413",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"Mir328"
"ENSRNOG00000025231",16,14,29,28,0,5,7,19,18,7,7,5,6,15,12,15,"Lrrc29"
"ENSRNOG00000015974",553,582,666,562,333,514,449,535,816,660,645,635,649,659,570,621,"Tmem208"
