"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"215"," 2.284364e+00"," 9.819257e-01","1.483185e+01","1.175337e-04","1.020177e-02","ENSRNOG00000058520"
"216"," 1.390298e+00"," 3.646454e+00","1.482787e+01","1.177820e-04","1.020177e-02","ENSRNOG00000017237"
"217"," 1.256208e+00"," 2.763151e+00","1.480667e+01","1.191132e-04","1.022434e-02","ENSRNOG00000012920"
"218"," 1.170780e+00"," 3.613674e+00","1.480632e+01","1.191355e-04","1.022434e-02","ENSRNOG00000015248"
"219"," 2.186772e+00"," 1.774003e+00","1.478377e+01","1.205686e-04","1.030009e-02","ENSRNOG00000016472"
"220"," 2.762022e+00"," 2.480317e-01","1.473520e+01","1.237147e-04","1.049621e-02","ENSRNOG00000052904"
"221"," 1.159766e+00"," 2.774660e+00","1.473106e+01","1.239865e-04","1.049621e-02","ENSRNOG00000028856"
"222"," 9.093909e-01"," 3.895990e+00","1.469611e+01","1.263070e-04","1.064449e-02","ENSRNOG00000007090"
"223"," 1.514995e+00"," 2.330978e+00","1.467155e+01","1.279630e-04","1.067827e-02","ENSRNOG00000026650"
"224"," 2.471082e+00"," 7.594686e-01","1.466733e+01","1.282501e-04","1.067827e-02","ENSRNOG00000022261"
"225"," 1.170413e+00"," 2.935664e+00","1.466483e+01","1.284201e-04","1.067827e-02","ENSRNOG00000023566"
"226"," 1.245155e+00"," 2.682574e+00","1.464484e+01","1.297898e-04","1.074441e-02","ENSRNOG00000053332"
"227"," 1.274254e+00"," 2.564291e+00","1.461618e+01","1.317786e-04","1.084926e-02","ENSRNOG00000017487"
"228"," 1.820504e+00"," 1.874236e+00","1.460993e+01","1.322161e-04","1.084926e-02","ENSRNOG00000013407"
"229"," 2.511412e+00"," 7.878066e-01","1.459130e+01","1.335299e-04","1.090922e-02","ENSRNOG00000055811"
"230"," 1.851602e+00"," 1.928621e+00","1.455921e+01","1.358232e-04","1.104833e-02","ENSRNOG00000061147"
