"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"198","-2.2548343"," 5.287509705","152.363948"," 5.275736e-35"," 2.382357e-33","ENSRNOG00000007324"
"199","-6.7090156"," 5.318028745","151.756976"," 7.160460e-35"," 3.212443e-33","ENSRNOG00000011269"
"200","-4.7767156"," 5.618957469","151.705881"," 7.346972e-35"," 3.274853e-33","ENSRNOG00000017914"
"201","-4.7914069"," 2.666332772","151.585305"," 7.806592e-35"," 3.468537e-33","ENSRNOG00000053891"
"202","-3.1267228"," 3.897676712","151.074966"," 1.009260e-34"," 4.455579e-33","ENSRNOG00000017154"
"203","-2.5518048"," 4.944933628","150.885640"," 1.110155e-34"," 4.885389e-33","ENSRNOG00000059851"
"204","-3.7667637"," 8.144321927","150.210684"," 1.559227e-34"," 6.775284e-33","ENSRNOG00000018937"
"205","-2.6735999"," 6.379664339","150.183125"," 1.581005e-34"," 6.848377e-33","ENSRNOG00000015911"
"206","-3.8896907"," 4.679495822","149.562795"," 2.160346e-34"," 9.270701e-33","ENSRNOG00000014879"
"207","-2.5724113"," 5.818518489","149.512504"," 2.215726e-34"," 9.478915e-33","ENSRNOG00000005987"
"208","-3.4667324"," 3.681259282","149.037273"," 2.814448e-34"," 1.196617e-32","ENSRNOG00000015858"
"209","-2.5133833"," 6.698778152","148.662716"," 3.398338e-34"," 1.422977e-32","ENSRNOG00000031612"
"210","-4.3130928"," 5.219213639","148.413161"," 3.853159e-34"," 1.603703e-32","ENSRNOG00000001990"
"211","-2.3532646"," 3.890060702","148.216372"," 4.254352e-34"," 1.765364e-32","ENSRNOG00000023874"
"212","-4.6905528"," 0.789076270","148.037230"," 4.655785e-34"," 1.926157e-32","ENSRNOG00000009298"
"213","-6.5750434"," 9.348060223","147.990641"," 4.766251e-34"," 1.965972e-32","ENSRNOG00000028616"
"214","-4.6769454"," 2.792740182","147.297173"," 6.757223e-34"," 2.770662e-32","ENSRNOG00000026051"
"215","-3.4016362"," 5.566334388","147.239191"," 6.957339e-34"," 2.844276e-32","ENSRNOG00000027784"
"216","-4.0937647"," 9.372354533","147.065953"," 7.591256e-34"," 3.094276e-32","ENSRNOG00000001809"
"217","-5.9714746"," 1.371890539","146.756513"," 8.870724e-34"," 3.605166e-32","ENSRNOG00000054016"
"218","-2.9232862"," 4.009455574","146.639477"," 9.409009e-34"," 3.801570e-32","ENSRNOG00000006206"
"219","-2.3833524"," 6.623971275","146.395500"," 1.063848e-33"," 4.285789e-32","ENSRNOG00000016936"
"220","-2.3629767"," 4.904458384","146.329802"," 1.099619e-33"," 4.417014e-32","ENSRNOG00000013201"
"221","-5.2484928"," 6.003910488","146.296653"," 1.118121e-33"," 4.478317e-32","ENSRNOG00000029651"
"222","-3.4521471"," 4.238976989","146.221052"," 1.161492e-33"," 4.625215e-32","ENSRNOG00000000459"
"223","-1.9938826"," 5.162324617","144.913043"," 2.243737e-33"," 8.733510e-32","ENSRNOG00000054063"
"224","-2.3445737"," 6.317423109","144.814494"," 2.357857e-33"," 9.151928e-32","ENSRNOG00000047706"
"225","-3.5393423"," 6.427684679","144.202657"," 3.208361e-33"," 1.231476e-31","ENSRNOG00000007139"
"226","-2.7065563"," 7.569323973","144.010986"," 3.533369e-33"," 1.350183e-31","ENSRNOG00000008755"
"227","-2.7358658"," 4.034982210","144.008849"," 3.537172e-33"," 1.350183e-31","ENSRNOG00000023334"
"228","-2.2369382"," 5.321349214","143.643168"," 4.252139e-33"," 1.618624e-31","ENSRNOG00000010497"
"229","-4.7244362"," 1.220636311","143.559583"," 4.434885e-33"," 1.682372e-31","ENSRNOG00000019716"
"230","-6.3995514"," 1.874418717","142.309200"," 8.322879e-33"," 3.108258e-31","ENSRNOG00000028598"
"231","-2.9727006"," 6.725133853","141.750842"," 1.102457e-32"," 4.095093e-31","ENSRNOG00000029128"
"232","-3.1527288"," 6.815457162","141.727216"," 1.115649e-32"," 4.132986e-31","ENSRNOG00000025625"
"233","-5.3132461"," 7.556460607","141.407906"," 1.310231e-32"," 4.815098e-31","ENSRNOG00000004517"
"234","-4.8962325"," 9.005212836","140.232431"," 2.368027e-32"," 8.477046e-31","ENSRNOG00000013552"
"235","-2.6304467"," 4.162144723","139.743820"," 3.028551e-32"," 1.073039e-30","ENSRNOG00000011425"
"236","-4.5865817"," 4.432853930","139.061164"," 4.270907e-32"," 1.505495e-30","ENSRNOG00000004626"
"237","-2.4547272"," 5.758644297","138.870955"," 4.700203e-32"," 1.648411e-30","ENSRNOG00000002636"
"238","-3.3664168"," 5.516938460","136.980812"," 1.217559e-31"," 4.164415e-30","ENSRNOG00000022054"
"239","-2.3297825"," 4.677918087","136.529790"," 1.528039e-31"," 5.187823e-30","ENSRNOG00000036798"
"240","-2.8728951"," 4.386454876","135.845589"," 2.156663e-31"," 7.304108e-30","ENSRNOG00000011784"
"241","-3.1959281"," 4.526274251","135.116828"," 3.113021e-31"," 1.049164e-29","ENSRNOG00000029134"
"242","-4.8367563"," 2.309020984","134.786226"," 3.677019e-31"," 1.236230e-29","ENSRNOG00000023803"
"243","-3.1212561"," 7.378174844","133.795783"," 6.055449e-31"," 2.016246e-29","ENSRNOG00000028548"
"244","-1.9582305"," 5.342274368","133.730153"," 6.258966e-31"," 2.079000e-29","ENSRNOG00000022273"
"245","-2.4442029"," 6.330817301","133.033917"," 8.888031e-31"," 2.910304e-29","ENSRNOG00000014168"
"246","-2.5684900"," 4.143234688","132.575161"," 1.119856e-30"," 3.640982e-29","ENSRNOG00000002763"
"247","-2.8682999"," 3.924627842","131.733544"," 1.711117e-30"," 5.524350e-29","ENSRNOG00000049771"
"248","-3.5041757"," 1.046074242","131.593732"," 1.835976e-30"," 5.913639e-29","ENSRNOG00000020621"
